Что больше: 14 или 6?,14 > 6
Что больше: 14 или 7?,14 > 7
Что больше: 14 или 8?,14 > 8
Что больше: 14 или 9?,14 > 9
Что больше: 14 или 10?,14 > 10
Что больше: 14 или 11?,14 > 11
Что больше: 14 или 12?,14 > 12
Что больше: 14 или 13?,14 > 13
Что больше: 14 или 14?,14 = 14
Что больше: 14 или 15?,14 < 15
Что больше: 14 или 16?,14 < 16
Что больше: 14 или 17?,14 < 17
Что больше: 14 или 18?,14 < 18
Что больше: 14 или 19?,14 < 19
Что больше: 14 или 20?,14 < 20
Что больше: 15 или 0?,15 > 0
Что больше: 15 или 1?,15 > 1
Что больше: 15 или 2?,15 > 2
Что больше: 15 или 3?,15 > 3
Что больше: 15 или 4?,15 > 4
Что больше: 15 или 5?,15 > 5
Что больше: 15 или 6?,15 > 6
Что больше: 15 или 7?,15 > 7
Что больше: 15 или 8?,15 > 8
Что больше: 15 или 9?,15 > 9
Что больше: 15 или 10?,15 > 10
Что больше: 15 или 11?,15 > 11
Что больше: 15 или 12?,15 > 12
Что больше: 15 или 13?,15 > 13
Что больше: 15 или 14?,15 > 14
Что больше: 15 или 15?,15 = 15
Что больше: 15 или 16?,15 < 16
Что больше: 15 или 17?,15 < 17
Что больше: 15 или 18?,15 < 18
Что больше: 15 или 19?,15 < 19
Что больше: 15 или 20?,15 < 20
Что больше: 16 или 0?,16 > 0
Что больше: 16 или 1?,16 > 1
Что больше: 16 или 2?,16 > 2
Что больше: 16 или 3?,16 > 3
Что больше: 16 или 4?,16 > 4
Что больше: 16 или 5?,16 > 5
Что больше: 16 или 6?,16 > 6
Что больше: 16 или 7?,16 > 7
Что больше: 16 или 8?,16 > 8
Что больше: 16 или 9?,16 > 9
Что больше: 16 или 10?,16 > 10
Что больше: 16 или 11?,16 > 11
Что больше: 16 или 12?,16 > 12
Что больше: 16 или 13?,16 > 13
Что больше: 16 или 14?,16 > 14
Что больше: 16 или 15?,16 > 15
Что больше: 16 или 16?,16 = 16
Что больше: 16 или 17?,16 < 17
Что больше: 16 или 18?,16 < 18
Что больше: 16 или 19?,16 < 19
Что больше: 16 или 20?,16 < 20
Что больше: 17 или 0?,17 > 0
Что больше: 17 или 1?,17 > 1
Что больше: 17 или 2?,17 > 2
Что больше: 17 или 3?,17 > 3
Что больше: 17 или 4?,17 > 4
Что больше: 17 или 5?,17 > 5
Что больше: 17 или 6?,17 > 6
Что больше: 17 или 7?,17 > 7
Что больше: 17 или 8?,17 > 8
Что больше: 17 или 9?,17 > 9
Что больше: 17 или 10?,17 > 10
Что больше: 17 или 11?,17 > 11
Что больше: 17 или 12?,17 > 12
Что больше: 17 или 13?,17 > 13
Что больше: 17 или 14?,17 > 14
Что больше: 17 или 15?,17 > 15
Что больше: 17 или 16?,17 > 16
Что больше: 17 или 17?,17 = 17
Что больше: 17 или 18?,17 < 18
Что больше: 17 или 19?,17 < 19
Что больше: 17 или 20?,17 < 20
Что больше: 18 или 0?,18 > 0
Что больше: 18 или 1?,18 > 1
Что больше: 18 или 2?,18 > 2
Что больше: 18 или 3?,18 > 3
Что больше: 18 или 4?,18 > 4
Что больше: 18 или 5?,18 > 5
Что больше: 18 или 6?,18 > 6
Что больше: 18 или 7?,18 > 7
Что больше: 18 или 8?,18 > 8
Что больше: 18 или 9?,18 > 9
Что больше: 18 или 10?,18 > 10
Что больше: 18 или 11?,18 > 11
Что больше: 18 или 12?,18 > 12
Что больше: 18 или 13?,18 > 13
Что больше: 18 или 14?,18 > 14
Что больше: 18 или 15?,18 > 15
Что больше: 18 или 16?,18 > 16
Что больше: 18 или 17?,18 > 17
Что больше: 18 или 18?,18 = 18
Что больше: 18 или 19?,18 < 19
Что больше: 18 или 20?,18 < 20
Что больше: 19 или 0?,19 > 0
Что больше: 19 или 1?,19 > 1
Что больше: 19 или 2?,19 > 2
Что больше: 19 или 3?,19 > 3
Что больше: 19 или 4?,19 > 4
Что больше: 19 или 5?,19 > 5
Что больше: 19 или 6?,19 > 6
Что больше: 19 или 7?,19 > 7
Что больше: 19 или 8?,19 > 8
Что больше: 19 или 9?,19 > 9
Что больше: 19 или 10?,19 > 10
Что больше: 19 или 11?,19 > 11
Что больше: 19 или 12?,19 > 12
Что больше: 19 или 13?,19 > 13
Что больше: 19 или 14?,19 > 14
Что больше: 19 или 15?,19 > 15
Что больше: 19 или 16?,19 > 16
Что больше: 19 или 17?,19 > 17
Что больше: 19 или 18?,19 > 18
Что больше: 19 или 19?,19 = 19
Что больше: 19 или 20?,19 < 20
Что больше: 20 или 0?,20 > 0
Что больше: 20 или 1?,20 > 1
Что больше: 20 или 2?,20 > 2
Что больше: 20 или 3?,20 > 3
Что больше: 20 или 4?,20 > 4
Что больше: 20 или 5?,20 > 5
Что больше: 20 или 6?,20 > 6
Что больше: 20 или 7?,20 > 7
Что больше: 20 или 8?,20 > 8
Что больше: 20 или 9?,20 > 9
Что больше: 20 или 10?,20 > 10
Что больше: 20 или 11?,20 > 11
Что больше: 20 или 12?,20 > 12
Что больше: 20 или 13?,20 > 13
Что больше: 20 или 14?,20 > 14
Что больше: 20 или 15?,20 > 15
Что больше: 20 или 16?,20 > 16
Что больше: 20 или 17?,20 > 17
Что больше: 20 или 18?,20 > 18
Что больше: 20 или 19?,20 > 19
Что больше: 20 или 20?,20 = 20
